Item,RowDesc,Past Due
966-2724-001,Plan Build Remaining,
966-2724-001,Plan Delivery Qty,
966-2859-010,Plan Build Remaining,1263
966-2859-010,Plan Delivery Qty,64
966-3200-004,Plan Build Remaining,55
966-3200-004,Plan Delivery Qty,20
966-3200-104,Plan Build Remaining,
966-3200-104,Plan Delivery Qty,
966-3648-001,Plan Build Remaining,-282
966-3648-001,Plan Delivery Qty,6266
966-3648-001=R,Plan Build Remaining,
966-3648-001=R,Plan Delivery Qty,
966-4011-002,Plan Build Remaining,64
966-4011-002,Plan Delivery Qty,19
966-4325-004,Plan Build Remaining,1
966-4325-004,Plan Delivery Qty,
966-4333-003,Plan Build Remaining,660
966-4333-003,Plan Delivery Qty,
966-4516-007,Plan Build Remaining,800
966-4516-007,Plan Delivery Qty,658
966-4518-006,Plan Build Remaining,512
966-4518-006,Plan Delivery Qty,1196
966-4550-012,Plan Build Remaining,
966-4550-012,Plan Delivery Qty,
966-4560-002,Plan Build Remaining,
966-4560-002,Plan Delivery Qty,
966-4974-003,Plan Build Remaining,0
966-4974-003,Plan Delivery Qty,
966-5704-005,Plan Build Remaining,
966-5704-005,Plan Delivery Qty,
966-5704-015,Plan Build Remaining,1
966-5704-015,Plan Delivery Qty,
966-5851-003,Plan Build Remaining,0
966-5851-003,Plan Delivery Qty,2
966-6305-002,Plan Build Remaining,1
966-6305-002,Plan Delivery Qty,
966-6305-202,Plan Build Remaining,
966-6305-202,Plan Delivery Qty,
966-6307-102,Plan Build Remaining,25
966-6307-102,Plan Delivery Qty,1
966-6307-202,Plan Build Remaining,
966-6307-202,Plan Delivery Qty,
966-6309-002,Plan Build Remaining,10
966-6309-002,Plan Delivery Qty,
966-6584-004,Plan Build Remaining,50
966-6584-004,Plan Delivery Qty,50
966-6584-014,Plan Build Remaining,330
966-6584-014,Plan Delivery Qty,340
966-6586-004,Plan Build Remaining,0
966-6586-004,Plan Delivery Qty,
966-6586-005,Plan Build Remaining,647
966-6586-005,Plan Delivery Qty,20
966-6969-004,Plan Build Remaining,100
966-6969-004,Plan Delivery Qty,
966-6971-005,Plan Build Remaining,190
966-6971-005,Plan Delivery Qty,
966-6973-003,Plan Build Remaining,
966-6973-003,Plan Delivery Qty,
966-6973-004,Plan Build Remaining,192
966-6973-004,Plan Delivery Qty,
966-6973-005,Plan Build Remaining,96
966-6973-005,Plan Delivery Qty,96
966-6973-006,Plan Build Remaining,
966-6973-006,Plan Delivery Qty,
966-6973-103,Plan Build Remaining,168
966-6973-103,Plan Delivery Qty,
966-6973-104,Plan Build Remaining,826
966-6973-104,Plan Delivery Qty,
966-6973-105,Plan Build Remaining,240
966-6973-105,Plan Delivery Qty,
966-6973-106,Plan Build Remaining,
966-6973-106,Plan Delivery Qty,
966-7297-302,Plan Build Remaining,9
966-7297-302,Plan Delivery Qty,
966-7400-011,Plan Build Remaining,20
966-7400-011,Plan Delivery Qty,0
966-7715-004,Plan Build Remaining,
966-7715-004,Plan Delivery Qty,
966-7715-104,Plan Build Remaining,
966-7715-104,Plan Delivery Qty,
966-7930-001,Plan Build Remaining,
966-7930-001,Plan Delivery Qty,
966-7964-004,Plan Build Remaining,
966-7964-004,Plan Delivery Qty,
966-7964-014,Plan Build Remaining,
966-7964-014,Plan Delivery Qty,
966-7964-404,Plan Build Remaining,
966-7964-404,Plan Delivery Qty,
966-8303-003,Plan Build Remaining,0
966-8303-003,Plan Delivery Qty,0
966-8303-403,Plan Build Remaining,
966-8303-403,Plan Delivery Qty,
966-8460-002,Plan Build Remaining,
966-8460-002,Plan Delivery Qty,
966-8492-004,Plan Build Remaining,
966-8492-004,Plan Delivery Qty,
966-8492-014,Plan Build Remaining,
966-8492-014,Plan Delivery Qty,
966-8500-001,Plan Build Remaining,0
966-8500-001,Plan Delivery Qty,
966-8572-001,Plan Build Remaining,
966-8572-001,Plan Delivery Qty,
966-8574-001,Plan Build Remaining,
966-8574-001,Plan Delivery Qty,
966-8660-012,Plan Build Remaining,
966-8660-012,Plan Delivery Qty,
966-8736-002,Plan Build Remaining,
966-8736-002,Plan Delivery Qty,
966-8754-001,Plan Build Remaining,48
966-8754-001,Plan Delivery Qty,
983-9834-111,Plan Build Remaining,25
983-9834-111,Plan Delivery Qty,11
983-9834-111+SA,Plan Build Remaining,0
983-9834-111+SA,Plan Delivery Qty,4
983-9834-212,Plan Build Remaining,75
983-9834-212,Plan Delivery Qty,158
983-9834-212+SA,Plan Build Remaining,0
983-9834-212+SA,Plan Delivery Qty,22
985-0043-053,Plan Build Remaining,
985-0043-053,Plan Delivery Qty,
987-0001-220,Plan Build Remaining,
987-0001-220,Plan Delivery Qty,
987-0018-654,Plan Build Remaining,22
987-0018-654,Plan Delivery Qty,2
987-0018-661,Plan Build Remaining,481
987-0018-661,Plan Delivery Qty,540
987-0018-661+PR,Plan Build Remaining,-68
987-0018-661+PR,Plan Delivery Qty,292
987-2094-004,Plan Build Remaining,-7
987-2094-004,Plan Delivery Qty,76
987-2434-300,Plan Build Remaining,149
987-2434-300,Plan Delivery Qty,338
987-2618-011,Plan Build Remaining,1
987-2618-011,Plan Delivery Qty,2
987-2618-021,Plan Build Remaining,1
987-2618-021,Plan Delivery Qty,1
987-2618-121,Plan Build Remaining,261
987-2618-121,Plan Delivery Qty,117
987-2618-121+TL,Plan Build Remaining,16
987-2618-121+TL,Plan Delivery Qty,11
987-2618-221,Plan Build Remaining,155
987-2618-221,Plan Delivery Qty,60
987-2618-221+TL,Plan Build Remaining,22
987-2618-221+TL,Plan Delivery Qty,19
987-2618-321,Plan Build Remaining,31
987-2618-321,Plan Delivery Qty,26
987-2618-321+TL,Plan Build Remaining,95
987-2618-321+TL,Plan Delivery Qty,22
987-2618-421,Plan Build Remaining,57
987-2618-421,Plan Delivery Qty,13
987-3594-100,Plan Build Remaining,-20
987-3594-100,Plan Delivery Qty,18
987-3594-110,Plan Build Remaining,5
987-3594-110,Plan Delivery Qty,342
987-3594-200,Plan Build Remaining,-1
987-3594-200,Plan Delivery Qty,79
987-3594-210,Plan Build Remaining,
987-3594-210,Plan Delivery Qty,
987-4633-001,Plan Build Remaining,
987-4633-001,Plan Delivery Qty,
987-4633-001+TL,Plan Build Remaining,0
987-4633-001+TL,Plan Delivery Qty,35
987-7173-080,Plan Build Remaining,0
987-7173-080,Plan Delivery Qty,7
987-7173-090,Plan Build Remaining,
987-7173-090,Plan Delivery Qty,
987-7173-180,Plan Build Remaining,
987-7173-180,Plan Delivery Qty,
987-7173-882,Plan Build Remaining,
987-7173-882,Plan Delivery Qty,
987-7173-882+SA,Plan Build Remaining,
987-7173-882+SA,Plan Delivery Qty,
987-7173-884,Plan Build Remaining,4
987-7173-884,Plan Delivery Qty,103
987-7173-884+SA,Plan Build Remaining,0
987-7173-884+SA,Plan Delivery Qty,54
987-7173-885,Plan Build Remaining,3
987-7173-885,Plan Delivery Qty,5
987-7173-885+SA,Plan Build Remaining,0
987-7173-885+SA,Plan Delivery Qty,3
987-8574-730,Plan Build Remaining,
987-8574-730,Plan Delivery Qty,
987-8574-763,Plan Build Remaining,0
987-8574-763,Plan Delivery Qty,2
987-8760-002,Plan Build Remaining,
987-8760-002,Plan Delivery Qty,
987-8760-002+TL,Plan Build Remaining,16
987-8760-002+TL,Plan Delivery Qty,25
987-8770-002,Plan Build Remaining,190
987-8770-002,Plan Delivery Qty,50
987-9055-202,Plan Build Remaining,120
987-9055-202,Plan Delivery Qty,460
987-9055-202+TL,Plan Build Remaining,1
987-9055-202+TL,Plan Delivery Qty,5
987-9658-001,Plan Build Remaining,39
987-9658-001,Plan Delivery Qty,15
987-9658-001+TL,Plan Build Remaining,
987-9658-001+TL,Plan Delivery Qty,
987-9658-101,Plan Build Remaining,
987-9658-101,Plan Delivery Qty,
987-9658-101+TL,Plan Build Remaining,
987-9658-101+TL,Plan Delivery Qty,
987-9705-001,Plan Build Remaining,0
987-9705-001,Plan Delivery Qty,38
987-9705-001+TL,Plan Build Remaining,3
987-9705-001+TL,Plan Delivery Qty,57
987-9705-012,Plan Build Remaining,0
987-9705-012,Plan Delivery Qty,1265
987-9705-012+TL,Plan Build Remaining,46
987-9705-012+TL,Plan Delivery Qty,143
987-9705-112,Plan Build Remaining,0
987-9705-112,Plan Delivery Qty,3
ASM-0032-001,Plan Build Remaining,
ASM-0032-001,Plan Delivery Qty,
ASM-0032-001+SA,Plan Build Remaining,
ASM-0032-001+SA,Plan Delivery Qty,
ASM-0032-005,Plan Build Remaining,
ASM-0032-005,Plan Delivery Qty,
ASM-0907-101,Plan Build Remaining,
ASM-0907-101,Plan Delivery Qty,
CCA-0012-002,Plan Build Remaining,27
CCA-0012-002,Plan Delivery Qty,
CCA-0015-001,Plan Build Remaining,24
CCA-0015-001,Plan Delivery Qty,
CCA-0017-001,Plan Build Remaining,9
CCA-0017-001,Plan Delivery Qty,
CCA-0018-400,Plan Build Remaining,
CCA-0018-400,Plan Delivery Qty,
CCA-0019-401,Plan Build Remaining,
CCA-0019-401,Plan Delivery Qty,
CCA-002B-001,Plan Build Remaining,0
CCA-002B-001,Plan Delivery Qty,5
CCA-0050-001,Plan Build Remaining,16
CCA-0050-001,Plan Delivery Qty,
CCA-0059-001,Plan Build Remaining,
CCA-0059-001,Plan Delivery Qty,
CCA-005D-002,Plan Build Remaining,
CCA-005D-002,Plan Delivery Qty,
CCA-0062-002,Plan Build Remaining,
CCA-0062-002,Plan Delivery Qty,
NON-STD-BUILD,Plan Build Remaining,
NON-STD-BUILD,Plan Delivery Qty,
