Item,RowDesc,Past Due
966-2083-524,Plan Delivery Qty,5
966-2083-964,Plan Build Remaining,143
966-2083-964,Plan Delivery Qty,205
966-2083-974,Plan Build Remaining,2576
966-2083-974,Plan Delivery Qty,3535
966-2083-984,Plan Build Remaining,80
966-2083-984,Plan Delivery Qty,80
966-2188-005,Plan Build Remaining,12
966-2188-005,Plan Delivery Qty,
966-2188-104,Plan Build Remaining,88
966-2188-104,Plan Delivery Qty,
966-2300-482,Plan Build Remaining,0
966-2300-482,Plan Delivery Qty,
966-2300-582,Plan Build Remaining,
966-2300-582,Plan Delivery Qty,
966-2303-001,Plan Build Remaining,696
966-2303-001,Plan Delivery Qty,
966-2335-002,Plan Build Remaining,0
966-2335-002,Plan Delivery Qty,144
966-2359-009,Plan Build Remaining,13
966-2359-009,Plan Delivery Qty,13
966-2499-006,Plan Build Remaining,0
966-2499-006,Plan Delivery Qty,1
966-2631-003,Plan Build Remaining,280
966-2631-003,Plan Delivery Qty,
966-2700-003,Plan Build Remaining,360
966-2700-003,Plan Delivery Qty,396
966-2700-004,Plan Build Remaining,0
966-2700-004,Plan Delivery Qty,1
966-2724-001,Plan Build Remaining,
966-2724-001,Plan Delivery Qty,
966-2859-010,Plan Build Remaining,2208
966-2859-010,Plan Delivery Qty,3
966-2919-004,Plan Build Remaining,28
966-2919-004,Plan Delivery Qty,
966-2919-005,Plan Build Remaining,20
966-2919-005,Plan Delivery Qty,
966-3200-004,Plan Build Remaining,50
966-3200-004,Plan Delivery Qty,1
966-3200-104,Plan Build Remaining,20
966-3200-104,Plan Delivery Qty,7
966-3648-001,Plan Build Remaining,4041
966-3648-001,Plan Delivery Qty,5350
966-4011-002,Plan Build Remaining,330
966-4011-002,Plan Delivery Qty,2
966-4325-004,Plan Build Remaining,
966-4325-004,Plan Delivery Qty,
966-4333-003,Plan Build Remaining,530
966-4333-003,Plan Delivery Qty,48
966-4516-007,Plan Build Remaining,2340
966-4516-007,Plan Delivery Qty,259
966-4518-006,Plan Build Remaining,657
966-4518-006,Plan Delivery Qty,131
966-4550-012,Plan Build Remaining,0
966-4550-012,Plan Delivery Qty,1
966-4560-002,Plan Build Remaining,22
966-4560-002,Plan Delivery Qty,11
966-4662-006,Plan Build Remaining,
966-4662-006,Plan Delivery Qty,
966-4733-001,Plan Build Remaining,
966-4733-001,Plan Delivery Qty,
966-4974-003,Plan Build Remaining,30
966-4974-003,Plan Delivery Qty,
966-5704-005,Plan Build Remaining,
966-5704-005,Plan Delivery Qty,
966-5704-015,Plan Build Remaining,32
966-5704-015,Plan Delivery Qty,
966-5813-001,Plan Build Remaining,
966-5813-001,Plan Delivery Qty,
966-6305-002,Plan Build Remaining,28
966-6305-002,Plan Delivery Qty,
966-6305-003,Plan Build Remaining,
966-6305-003,Plan Delivery Qty,
966-6307-102,Plan Build Remaining,0
966-6307-102,Plan Delivery Qty,
966-6309-002,Plan Build Remaining,
966-6309-002,Plan Delivery Qty,
966-6584-004,Plan Build Remaining,
966-6584-004,Plan Delivery Qty,
966-6584-014,Plan Build Remaining,124
966-6584-014,Plan Delivery Qty,124
966-6586-004,Plan Build Remaining,240
966-6586-004,Plan Delivery Qty,
966-6586-005,Plan Build Remaining,121
966-6586-005,Plan Delivery Qty,6
966-6969-004,Plan Build Remaining,0
966-6969-004,Plan Delivery Qty,73
966-6971-005,Plan Build Remaining,110
966-6971-005,Plan Delivery Qty,10
966-6973-003,Plan Build Remaining,24
966-6973-003,Plan Delivery Qty,
966-6973-004,Plan Build Remaining,4
966-6973-004,Plan Delivery Qty,
966-6973-005,Plan Build Remaining,12
966-6973-005,Plan Delivery Qty,
966-6973-103,Plan Build Remaining,16
966-6973-103,Plan Delivery Qty,44
966-6973-104,Plan Build Remaining,408
966-6973-104,Plan Delivery Qty,
966-6973-105,Plan Build Remaining,12
966-6973-105,Plan Delivery Qty,
966-7297-302,Plan Build Remaining,
966-7297-302,Plan Delivery Qty,
966-7400-011,Plan Build Remaining,133
966-7400-011,Plan Delivery Qty,
966-7715-004,Plan Build Remaining,
966-7715-004,Plan Delivery Qty,
966-7715-104,Plan Build Remaining,
966-7715-104,Plan Delivery Qty,
966-7964-004,Plan Build Remaining,
966-7964-004,Plan Delivery Qty,
966-8303-003,Plan Build Remaining,
966-8303-003,Plan Delivery Qty,
966-8460-002,Plan Build Remaining,
966-8460-002,Plan Delivery Qty,
966-8492-004,Plan Build Remaining,
966-8492-004,Plan Delivery Qty,
966-8532-021,Plan Build Remaining,
966-8532-021,Plan Delivery Qty,
966-8532-022,Plan Build Remaining,
966-8532-022,Plan Delivery Qty,
966-8572-001,Plan Build Remaining,
966-8572-001,Plan Delivery Qty,
966-8574-001,Plan Build Remaining,
966-8574-001,Plan Delivery Qty,
966-8660-002,Plan Build Remaining,
966-8660-002,Plan Delivery Qty,
966-8736-002,Plan Build Remaining,2
966-8736-002,Plan Delivery Qty,
983-9834-111,Plan Build Remaining,195
983-9834-111,Plan Delivery Qty,144
983-9834-111+SA,Plan Build Remaining,1
983-9834-111+SA,Plan Delivery Qty,89
983-9834-212,Plan Build Remaining,307
983-9834-212,Plan Delivery Qty,246
983-9834-212+SA,Plan Build Remaining,0
983-9834-212+SA,Plan Delivery Qty,267
987-0001-220,Plan Build Remaining,
987-0001-220,Plan Delivery Qty,
987-0018-654,Plan Build Remaining,74
987-0018-654,Plan Delivery Qty,75
987-0018-654+PR,Plan Build Remaining,3
987-0018-654+PR,Plan Delivery Qty,2
987-0018-661,Plan Build Remaining,481
987-0018-661,Plan Delivery Qty,644
987-0018-661+PR,Plan Build Remaining,-50
987-0018-661+PR,Plan Delivery Qty,286
987-0019-544,Plan Build Remaining,
987-0019-544,Plan Delivery Qty,
987-0267-001,Plan Build Remaining,300
987-0267-001,Plan Delivery Qty,350
987-0268-001,Plan Build Remaining,50
987-0268-001,Plan Delivery Qty,200
987-1856-023,Plan Build Remaining,
987-1856-023,Plan Delivery Qty,
987-2094-004,Plan Build Remaining,16
987-2094-004,Plan Delivery Qty,
987-2434-300,Plan Build Remaining,36
987-2434-300,Plan Delivery Qty,
987-2618-011,Plan Build Remaining,
987-2618-011,Plan Delivery Qty,
987-2618-021,Plan Build Remaining,33
987-2618-021,Plan Delivery Qty,33
987-2618-021+TL,Plan Build Remaining,0
987-2618-021+TL,Plan Delivery Qty,12
987-2618-121,Plan Build Remaining,185
987-2618-121,Plan Delivery Qty,93
987-2618-121+TL,Plan Build Remaining,1
987-2618-121+TL,Plan Delivery Qty,53
987-2618-221,Plan Build Remaining,146
987-2618-221,Plan Delivery Qty,49
987-2618-221+TL,Plan Build Remaining,10
987-2618-221+TL,Plan Delivery Qty,56
987-2618-321,Plan Build Remaining,236
987-2618-321,Plan Delivery Qty,236
987-2618-321+TL,Plan Build Remaining,95
987-2618-321+TL,Plan Delivery Qty,139
987-2618-421,Plan Build Remaining,
987-2618-421,Plan Delivery Qty,
987-3594-100,Plan Build Remaining,0
987-3594-100,Plan Delivery Qty,13
987-3594-110,Plan Build Remaining,120
987-3594-110,Plan Delivery Qty,15
987-3594-200,Plan Build Remaining,
987-3594-200,Plan Delivery Qty,
987-4633-001,Plan Build Remaining,
987-4633-001,Plan Delivery Qty,
987-4633-001+TL,Plan Build Remaining,
987-4633-001+TL,Plan Delivery Qty,
987-6016-001,Plan Build Remaining,
987-6016-001,Plan Delivery Qty,
987-7173-080,Plan Build Remaining,0
987-7173-080,Plan Delivery Qty,4
987-7173-090,Plan Build Remaining,
987-7173-090,Plan Delivery Qty,
987-7173-882,Plan Build Remaining,2
987-7173-882,Plan Delivery Qty,
987-7173-882+SA,Plan Build Remaining,
987-7173-882+SA,Plan Delivery Qty,
987-7173-884,Plan Build Remaining,96
987-7173-884,Plan Delivery Qty,107
987-7173-884+SA,Plan Build Remaining,0
987-7173-884+SA,Plan Delivery Qty,184
987-7173-885,Plan Build Remaining,1
987-7173-885,Plan Delivery Qty,
987-7173-885+SA,Plan Build Remaining,0
987-7173-885+SA,Plan Delivery Qty,
987-8574-778,Plan Build Remaining,
987-8574-778,Plan Delivery Qty,
987-8760-002,Plan Build Remaining,
987-8760-002,Plan Delivery Qty,
987-8760-002+TL,Plan Build Remaining,0
987-8760-002+TL,Plan Delivery Qty,
987-8770-002,Plan Build Remaining,66
987-8770-002,Plan Delivery Qty,15
987-9055-202,Plan Build Remaining,0
987-9055-202,Plan Delivery Qty,49
987-9055-202+TL,Plan Build Remaining,0
987-9055-202+TL,Plan Delivery Qty,22
987-9658-001,Plan Build Remaining,49
987-9658-001,Plan Delivery Qty,49
987-9658-001+TL,Plan Build Remaining,1
987-9658-001+TL,Plan Delivery Qty,2
987-9658-101,Plan Build Remaining,
987-9658-101,Plan Delivery Qty,
987-9658-101+TL,Plan Build Remaining,
987-9658-101+TL,Plan Delivery Qty,
987-9705-001,Plan Build Remaining,0
987-9705-001,Plan Delivery Qty,166
987-9705-001+TL,Plan Build Remaining,0
987-9705-001+TL,Plan Delivery Qty,2
987-9705-012,Plan Build Remaining,0
987-9705-012,Plan Delivery Qty,168
987-9705-012+TL,Plan Build Remaining,1
987-9705-012+TL,Plan Delivery Qty,
987-9705-112,Plan Build Remaining,4
987-9705-112,Plan Delivery Qty,
987-9968-155,Plan Build Remaining,
987-9968-155,Plan Delivery Qty,
987-9968-175,Plan Build Remaining,1
987-9968-175,Plan Delivery Qty,2
CCA-000C-001,Plan Build Remaining,9
CCA-000C-001,Plan Delivery Qty,
CCA-000D-001,Plan Build Remaining,
CCA-000D-001,Plan Delivery Qty,
CCA-0012-002,Plan Build Remaining,15
CCA-0012-002,Plan Delivery Qty,
CCA-0018-400,Plan Build Remaining,20
CCA-0018-400,Plan Delivery Qty,
CCA-0019-401,Plan Build Remaining,
CCA-0019-401,Plan Delivery Qty,
CCA-001F-001,Plan Build Remaining,
CCA-001F-001,Plan Delivery Qty,
CCA-002B-001,Plan Build Remaining,
CCA-002B-001,Plan Delivery Qty,
CCA-003D-001,Plan Build Remaining,
CCA-003D-001,Plan Delivery Qty,
CCA-0050-001,Plan Build Remaining,
CCA-0050-001,Plan Delivery Qty,
CCA-0069-001,Plan Build Remaining,
CCA-0069-001,Plan Delivery Qty,
NON-STD-BUILD,Plan Build Remaining,
NON-STD-BUILD,Plan Delivery Qty,
