Item,RowDesc,Past Due
966-2083-264,Plan Delivery Qty,162
966-2083-344,Plan Build Remaining,416
966-2083-344,Plan Delivery Qty,397
966-2083-354,Plan Build Remaining,120
966-2083-354,Plan Delivery Qty,40
966-2083-364,Plan Build Remaining,640
966-2083-364,Plan Delivery Qty,43
966-2083-524,Plan Build Remaining,94
966-2083-524,Plan Delivery Qty,48
966-2083-964,Plan Build Remaining,307
966-2083-964,Plan Delivery Qty,806
966-2083-974,Plan Build Remaining,2643
966-2083-974,Plan Delivery Qty,3204
966-2083-984,Plan Build Remaining,80
966-2083-984,Plan Delivery Qty,80
966-2188-005,Plan Build Remaining,94
966-2188-005,Plan Delivery Qty,
966-2188-104,Plan Build Remaining,
966-2188-104,Plan Delivery Qty,
966-2300-482,Plan Build Remaining,112
966-2300-482,Plan Delivery Qty,112
966-2300-582,Plan Build Remaining,
966-2300-582,Plan Delivery Qty,
966-2303-001,Plan Build Remaining,384
966-2303-001,Plan Delivery Qty,386
966-2335-002,Plan Build Remaining,0
966-2335-002,Plan Delivery Qty,268
966-2359-009,Plan Build Remaining,
966-2359-009,Plan Delivery Qty,
966-2499-006,Plan Build Remaining,30
966-2499-006,Plan Delivery Qty,1
966-2631-003,Plan Build Remaining,0
966-2631-003,Plan Delivery Qty,59
966-2700-004,Plan Build Remaining,1032
966-2700-004,Plan Delivery Qty,
966-2724-001,Plan Build Remaining,
966-2724-001,Plan Delivery Qty,
966-2859-010,Plan Build Remaining,2673
966-2859-010,Plan Delivery Qty,21
966-2919-004,Plan Build Remaining,20
966-2919-004,Plan Delivery Qty,
966-3200-004,Plan Build Remaining,6
966-3200-004,Plan Delivery Qty,50
966-3200-104,Plan Build Remaining,0
966-3200-104,Plan Delivery Qty,10
966-3648-001,Plan Build Remaining,6458
966-3648-001,Plan Delivery Qty,5136
966-4011-002,Plan Build Remaining,80
966-4011-002,Plan Delivery Qty,3
966-4325-004,Plan Build Remaining,
966-4325-004,Plan Delivery Qty,
966-4333-003,Plan Build Remaining,408
966-4333-003,Plan Delivery Qty,4
966-4516-007,Plan Build Remaining,5053
966-4516-007,Plan Delivery Qty,434
966-4518-006,Plan Build Remaining,7109
966-4518-006,Plan Delivery Qty,2389
966-4550-012,Plan Build Remaining,
966-4550-012,Plan Delivery Qty,
966-4560-002,Plan Build Remaining,2
966-4560-002,Plan Delivery Qty,2
966-4662-006,Plan Build Remaining,12
966-4662-006,Plan Delivery Qty,
966-4733-001,Plan Build Remaining,
966-4733-001,Plan Delivery Qty,
966-4974-003,Plan Build Remaining,26
966-4974-003,Plan Delivery Qty,
966-5704-005,Plan Build Remaining,
966-5704-005,Plan Delivery Qty,
966-5704-015,Plan Build Remaining,47
966-5704-015,Plan Delivery Qty,16
966-5851-003,Plan Build Remaining,
966-5851-003,Plan Delivery Qty,
966-6305-002,Plan Build Remaining,25
966-6305-002,Plan Delivery Qty,
966-6305-003,Plan Build Remaining,
966-6305-003,Plan Delivery Qty,
966-6305-202,Plan Build Remaining,
966-6305-202,Plan Delivery Qty,
966-6307-002,Plan Build Remaining,
966-6307-002,Plan Delivery Qty,
966-6307-102,Plan Build Remaining,44
966-6307-102,Plan Delivery Qty,
966-6307-202,Plan Build Remaining,
966-6307-202,Plan Delivery Qty,
966-6309-002,Plan Build Remaining,28
966-6309-002,Plan Delivery Qty,
966-6584-004,Plan Build Remaining,
966-6584-004,Plan Delivery Qty,
966-6584-014,Plan Build Remaining,191
966-6584-014,Plan Delivery Qty,191
966-6586-004,Plan Build Remaining,490
966-6586-004,Plan Delivery Qty,32
966-6586-005,Plan Build Remaining,160
966-6586-005,Plan Delivery Qty,
966-6969-004,Plan Build Remaining,134
966-6969-004,Plan Delivery Qty,
966-6971-005,Plan Build Remaining,170
966-6971-005,Plan Delivery Qty,
966-6973-003,Plan Build Remaining,
966-6973-003,Plan Delivery Qty,
966-6973-004,Plan Build Remaining,120
966-6973-004,Plan Delivery Qty,
966-6973-005,Plan Build Remaining,12
966-6973-005,Plan Delivery Qty,1
966-6973-103,Plan Build Remaining,
966-6973-103,Plan Delivery Qty,
966-6973-104,Plan Build Remaining,361
966-6973-104,Plan Delivery Qty,1
966-7297-302,Plan Build Remaining,
966-7297-302,Plan Delivery Qty,
966-7400-011,Plan Build Remaining,588
966-7400-011,Plan Delivery Qty,9
966-7715-004,Plan Build Remaining,
966-7715-004,Plan Delivery Qty,
966-7715-104,Plan Build Remaining,
966-7715-104,Plan Delivery Qty,
966-7797-001,Plan Build Remaining,
966-7797-001,Plan Delivery Qty,
966-7964-004,Plan Build Remaining,60
966-7964-004,Plan Delivery Qty,
966-7964-404,Plan Build Remaining,16
966-7964-404,Plan Delivery Qty,
966-8303-003,Plan Build Remaining,
966-8303-003,Plan Delivery Qty,
966-8303-403,Plan Build Remaining,16
966-8303-403,Plan Delivery Qty,
966-8460-002,Plan Build Remaining,
966-8460-002,Plan Delivery Qty,
966-8492-004,Plan Build Remaining,28
966-8492-004,Plan Delivery Qty,
966-8500-001,Plan Build Remaining,
966-8500-001,Plan Delivery Qty,
966-8532-021,Plan Build Remaining,
966-8532-021,Plan Delivery Qty,
966-8532-022,Plan Build Remaining,
966-8532-022,Plan Delivery Qty,
966-8572-001,Plan Build Remaining,
966-8572-001,Plan Delivery Qty,
966-8574-001,Plan Build Remaining,
966-8574-001,Plan Delivery Qty,
966-8660-002,Plan Build Remaining,0
966-8660-002,Plan Delivery Qty,
966-8736-002,Plan Build Remaining,
966-8736-002,Plan Delivery Qty,
983-9834-111,Plan Build Remaining,184
983-9834-111,Plan Delivery Qty,168
983-9834-111+SA,Plan Build Remaining,1
983-9834-111+SA,Plan Delivery Qty,35
983-9834-212,Plan Build Remaining,173
983-9834-212,Plan Delivery Qty,279
983-9834-212+SA,Plan Build Remaining,13
983-9834-212+SA,Plan Delivery Qty,208
987-0001-220,Plan Build Remaining,
987-0001-220,Plan Delivery Qty,
987-0018-654,Plan Build Remaining,69
987-0018-654,Plan Delivery Qty,73
987-0018-654+PR,Plan Build Remaining,2
987-0018-654+PR,Plan Delivery Qty,1
987-0018-661,Plan Build Remaining,743
987-0018-661,Plan Delivery Qty,856
987-0018-661+PR,Plan Build Remaining,-44
987-0018-661+PR,Plan Delivery Qty,447
987-0019-544,Plan Build Remaining,
987-0019-544,Plan Delivery Qty,
987-1856-023,Plan Build Remaining,
987-1856-023,Plan Delivery Qty,
987-2094-004,Plan Build Remaining,31
987-2094-004,Plan Delivery Qty,
987-2434-300,Plan Build Remaining,307
987-2434-300,Plan Delivery Qty,
987-2618-011,Plan Build Remaining,
987-2618-011,Plan Delivery Qty,
987-2618-021,Plan Build Remaining,33
987-2618-021,Plan Delivery Qty,33
987-2618-021+TL,Plan Build Remaining,30
987-2618-021+TL,Plan Delivery Qty,12
987-2618-121,Plan Build Remaining,177
987-2618-121,Plan Delivery Qty,190
987-2618-121+TL,Plan Build Remaining,0
987-2618-121+TL,Plan Delivery Qty,23
987-2618-221,Plan Build Remaining,236
987-2618-221,Plan Delivery Qty,238
987-2618-221+TL,Plan Build Remaining,8
987-2618-221+TL,Plan Delivery Qty,81
987-2618-321,Plan Build Remaining,569
987-2618-321,Plan Delivery Qty,387
987-2618-321+TL,Plan Build Remaining,537
987-2618-321+TL,Plan Delivery Qty,298
987-2618-421,Plan Build Remaining,43
987-2618-421,Plan Delivery Qty,43
987-3594-100,Plan Build Remaining,0
987-3594-100,Plan Delivery Qty,8
987-3594-110,Plan Build Remaining,120
987-3594-110,Plan Delivery Qty,145
987-3594-200,Plan Build Remaining,
987-3594-200,Plan Delivery Qty,
987-4633-001,Plan Build Remaining,
987-4633-001,Plan Delivery Qty,
987-4633-001+TL,Plan Build Remaining,
987-4633-001+TL,Plan Delivery Qty,
987-6016-001,Plan Build Remaining,
987-6016-001,Plan Delivery Qty,
987-7173-080,Plan Build Remaining,11
987-7173-080,Plan Delivery Qty,4
987-7173-090,Plan Build Remaining,
987-7173-090,Plan Delivery Qty,
987-7173-882,Plan Build Remaining,2
987-7173-882,Plan Delivery Qty,3
987-7173-884,Plan Build Remaining,26
987-7173-884,Plan Delivery Qty,190
987-7173-884+SA,Plan Build Remaining,-4
987-7173-884+SA,Plan Delivery Qty,157
987-7173-885,Plan Build Remaining,0
987-7173-885,Plan Delivery Qty,12
987-7173-885+SA,Plan Build Remaining,0
987-7173-885+SA,Plan Delivery Qty,9
987-7799-001,Plan Build Remaining,
987-7799-001,Plan Delivery Qty,
987-7799-002,Plan Build Remaining,
987-7799-002,Plan Delivery Qty,
987-8574-730,Plan Build Remaining,
987-8574-730,Plan Delivery Qty,
987-8574-763,Plan Build Remaining,
987-8574-763,Plan Delivery Qty,
987-8760-002,Plan Build Remaining,0
987-8760-002,Plan Delivery Qty,24
987-8760-002+TL,Plan Build Remaining,3
987-8760-002+TL,Plan Delivery Qty,
987-8770-002,Plan Build Remaining,106
987-8770-002,Plan Delivery Qty,15
987-9055-202,Plan Build Remaining,0
987-9055-202,Plan Delivery Qty,204
987-9055-202+TL,Plan Build Remaining,0
987-9055-202+TL,Plan Delivery Qty,80
987-9658-001,Plan Build Remaining,10
987-9658-001,Plan Delivery Qty,11
987-9658-001+TL,Plan Build Remaining,1
987-9658-001+TL,Plan Delivery Qty,2
987-9658-101,Plan Build Remaining,
987-9658-101,Plan Delivery Qty,
987-9658-101+TL,Plan Build Remaining,
987-9658-101+TL,Plan Delivery Qty,
987-9705-001,Plan Build Remaining,0
987-9705-001,Plan Delivery Qty,111
987-9705-001+TL,Plan Build Remaining,0
987-9705-001+TL,Plan Delivery Qty,1
987-9705-012,Plan Build Remaining,0
987-9705-012,Plan Delivery Qty,1308
987-9705-012+TL,Plan Build Remaining,48
987-9705-012+TL,Plan Delivery Qty,
987-9705-112,Plan Build Remaining,
987-9705-112,Plan Delivery Qty,
987-9968-155,Plan Build Remaining,
987-9968-155,Plan Delivery Qty,
987-9968-175,Plan Build Remaining,2
987-9968-175,Plan Delivery Qty,2
CCA-000C-001,Plan Build Remaining,6
CCA-000C-001,Plan Delivery Qty,
CCA-000D-001,Plan Build Remaining,
CCA-000D-001,Plan Delivery Qty,
CCA-0012-001,Plan Build Remaining,
CCA-0012-001,Plan Delivery Qty,
CCA-0012-002,Plan Build Remaining,4
CCA-0012-002,Plan Delivery Qty,23
CCA-0018-400,Plan Build Remaining,
CCA-0018-400,Plan Delivery Qty,
CCA-002B-001,Plan Build Remaining,
CCA-002B-001,Plan Delivery Qty,
CCA-0038-001,Plan Build Remaining,
CCA-0038-001,Plan Delivery Qty,
CCA-003D-001,Plan Build Remaining,
CCA-003D-001,Plan Delivery Qty,
CCA-004A-001,Plan Build Remaining,8
CCA-004A-001,Plan Delivery Qty,
CCA-0050-001,Plan Build Remaining,
CCA-0050-001,Plan Delivery Qty,
CCA-0069-001,Plan Build Remaining,
CCA-0069-001,Plan Delivery Qty,
NON-STD-BUILD,Plan Build Remaining,
NON-STD-BUILD,Plan Delivery Qty,
