Item,RowDesc,Past Due
966-2083-244,Plan Build Remaining,1056
966-2083-244,Plan Delivery Qty,1046
966-2083-254,Plan Build Remaining,112
966-2083-254,Plan Delivery Qty,440
966-2083-264,Plan Build Remaining,211
966-2083-264,Plan Delivery Qty,322
966-2083-344,Plan Build Remaining,113
966-2083-344,Plan Delivery Qty,503
966-2083-354,Plan Build Remaining,80
966-2083-354,Plan Delivery Qty,80
966-2083-364,Plan Build Remaining,0
966-2083-364,Plan Delivery Qty,243
966-2083-524,Plan Build Remaining,51
966-2083-524,Plan Delivery Qty,205
966-2083-964,Plan Build Remaining,53
966-2083-964,Plan Delivery Qty,99
966-2083-974,Plan Build Remaining,1679
966-2083-974,Plan Delivery Qty,3270
966-2083-984,Plan Build Remaining,80
966-2083-984,Plan Delivery Qty,80
966-2188-005,Plan Build Remaining,221
966-2188-005,Plan Delivery Qty,1
966-2188-104,Plan Build Remaining,
966-2188-104,Plan Delivery Qty,
966-2300-482,Plan Build Remaining,56
966-2300-482,Plan Delivery Qty,1
966-2300-582,Plan Build Remaining,
966-2300-582,Plan Delivery Qty,
966-2303-001,Plan Build Remaining,
966-2303-001,Plan Delivery Qty,
966-2335-002,Plan Build Remaining,0
966-2335-002,Plan Delivery Qty,
966-2359-009,Plan Build Remaining,126
966-2359-009,Plan Delivery Qty,80
966-2499-006,Plan Build Remaining,1
966-2499-006,Plan Delivery Qty,
966-2631-003,Plan Build Remaining,44
966-2631-003,Plan Delivery Qty,47
966-2700-003,Plan Build Remaining,1106
966-2700-003,Plan Delivery Qty,6
966-2700-004,Plan Build Remaining,0
966-2700-004,Plan Delivery Qty,1
966-2724-001,Plan Build Remaining,0
966-2724-001,Plan Delivery Qty,100
966-2859-010,Plan Build Remaining,1443
966-2859-010,Plan Delivery Qty,2
966-2919-004,Plan Build Remaining,
966-2919-004,Plan Delivery Qty,
966-2919-004+MP,Plan Build Remaining,
966-2919-004+MP,Plan Delivery Qty,
966-3200-004,Plan Build Remaining,40
966-3200-004,Plan Delivery Qty,40
966-3200-104,Plan Build Remaining,2
966-3200-104,Plan Delivery Qty,36
966-3648-001,Plan Build Remaining,4293
966-3648-001,Plan Delivery Qty,6183
966-4011-002,Plan Build Remaining,319
966-4011-002,Plan Delivery Qty,
966-4325-004,Plan Build Remaining,
966-4325-004,Plan Delivery Qty,
966-4333-003,Plan Build Remaining,92
966-4333-003,Plan Delivery Qty,62
966-4516-007,Plan Build Remaining,3592
966-4516-007,Plan Delivery Qty,1259
966-4518-006,Plan Build Remaining,5
966-4518-006,Plan Delivery Qty,116
966-4550-012,Plan Build Remaining,0
966-4550-012,Plan Delivery Qty,11
966-4550-022,Plan Build Remaining,0
966-4550-022,Plan Delivery Qty,12
966-4560-002,Plan Build Remaining,
966-4560-002,Plan Delivery Qty,
966-4662-006,Plan Build Remaining,
966-4662-006,Plan Delivery Qty,
966-4974-003,Plan Build Remaining,0
966-4974-003,Plan Delivery Qty,
966-5505-003,Plan Build Remaining,
966-5505-003,Plan Delivery Qty,
966-5704-005,Plan Build Remaining,
966-5704-005,Plan Delivery Qty,
966-6305-002,Plan Build Remaining,32
966-6305-002,Plan Delivery Qty,
966-6305-003,Plan Build Remaining,
966-6305-003,Plan Delivery Qty,
966-6305-202,Plan Build Remaining,
966-6305-202,Plan Delivery Qty,
966-6307-102,Plan Build Remaining,54
966-6307-102,Plan Delivery Qty,22
966-6307-202,Plan Build Remaining,
966-6307-202,Plan Delivery Qty,
966-6309-002,Plan Build Remaining,3
966-6309-002,Plan Delivery Qty,3
966-6584-004,Plan Build Remaining,1
966-6584-004,Plan Delivery Qty,1
966-6584-014,Plan Build Remaining,308
966-6584-014,Plan Delivery Qty,
966-6586-004,Plan Build Remaining,
966-6586-004,Plan Delivery Qty,
966-6586-005,Plan Build Remaining,141
966-6586-005,Plan Delivery Qty,
966-6969-004,Plan Build Remaining,0
966-6969-004,Plan Delivery Qty,
966-6971-005,Plan Build Remaining,150
966-6971-005,Plan Delivery Qty,
966-6973-003,Plan Build Remaining,
966-6973-003,Plan Delivery Qty,
966-6973-004,Plan Build Remaining,84
966-6973-004,Plan Delivery Qty,12
966-6973-005,Plan Build Remaining,
966-6973-005,Plan Delivery Qty,
966-6973-103,Plan Build Remaining,55
966-6973-103,Plan Delivery Qty,3
966-6973-104,Plan Build Remaining,77
966-6973-104,Plan Delivery Qty,4
966-6973-105,Plan Build Remaining,
966-6973-105,Plan Delivery Qty,
966-7297-302,Plan Build Remaining,
966-7297-302,Plan Delivery Qty,
966-7400-011,Plan Build Remaining,
966-7400-011,Plan Delivery Qty,
966-7715-004,Plan Build Remaining,
966-7715-004,Plan Delivery Qty,
966-7964-004,Plan Build Remaining,0
966-7964-004,Plan Delivery Qty,
966-7964-404,Plan Build Remaining,
966-7964-404,Plan Delivery Qty,
966-8303-003,Plan Build Remaining,16
966-8303-003,Plan Delivery Qty,
966-8303-403,Plan Build Remaining,
966-8303-403,Plan Delivery Qty,
966-8460-002,Plan Build Remaining,8
966-8460-002,Plan Delivery Qty,
966-8492-004,Plan Build Remaining,
966-8492-004,Plan Delivery Qty,
966-8532-021,Plan Build Remaining,
966-8532-021,Plan Delivery Qty,
966-8572-001,Plan Build Remaining,
966-8572-001,Plan Delivery Qty,
966-8574-001,Plan Build Remaining,
966-8574-001,Plan Delivery Qty,
966-8660-002,Plan Build Remaining,
966-8660-002,Plan Delivery Qty,
966-8736-001,Plan Build Remaining,
966-8736-001,Plan Delivery Qty,
966-8736-002,Plan Build Remaining,5
966-8736-002,Plan Delivery Qty,
966-8754-001,Plan Build Remaining,
966-8754-001,Plan Delivery Qty,
983-9834-111,Plan Build Remaining,118
983-9834-111,Plan Delivery Qty,51
983-9834-111+SA,Plan Build Remaining,6
983-9834-111+SA,Plan Delivery Qty,28
983-9834-212,Plan Build Remaining,99
983-9834-212,Plan Delivery Qty,157
983-9834-212+SA,Plan Build Remaining,0
983-9834-212+SA,Plan Delivery Qty,142
983-9834-904,Plan Build Remaining,
983-9834-904,Plan Delivery Qty,
983-9834-910,Plan Build Remaining,
983-9834-910,Plan Delivery Qty,
987-0001-220,Plan Build Remaining,
987-0001-220,Plan Delivery Qty,
987-0018-654,Plan Build Remaining,90
987-0018-654,Plan Delivery Qty,119
987-0018-654+PR,Plan Build Remaining,3
987-0018-654+PR,Plan Delivery Qty,2
987-0018-661,Plan Build Remaining,327
987-0018-661,Plan Delivery Qty,2453
987-0018-661+PR,Plan Build Remaining,-111
987-0018-661+PR,Plan Delivery Qty,303
987-0019-544,Plan Build Remaining,
987-0019-544,Plan Delivery Qty,
987-0267-001,Plan Build Remaining,
987-0267-001,Plan Delivery Qty,
987-0268-001,Plan Build Remaining,
987-0268-001,Plan Delivery Qty,
987-1856-023,Plan Build Remaining,
987-1856-023,Plan Delivery Qty,
987-2094-004,Plan Build Remaining,3
987-2094-004,Plan Delivery Qty,102
987-2434-300,Plan Build Remaining,59
987-2434-300,Plan Delivery Qty,139
987-2618-011,Plan Build Remaining,
987-2618-011,Plan Delivery Qty,
987-2618-021,Plan Build Remaining,28
987-2618-021,Plan Delivery Qty,28
987-2618-021+TL,Plan Build Remaining,41
987-2618-021+TL,Plan Delivery Qty,22
987-2618-121,Plan Build Remaining,510
987-2618-121,Plan Delivery Qty,343
987-2618-121+TL,Plan Build Remaining,1
987-2618-121+TL,Plan Delivery Qty,44
987-2618-221,Plan Build Remaining,129
987-2618-221,Plan Delivery Qty,62
987-2618-221+TL,Plan Build Remaining,51
987-2618-221+TL,Plan Delivery Qty,61
987-2618-321,Plan Build Remaining,272
987-2618-321,Plan Delivery Qty,272
987-2618-321+TL,Plan Build Remaining,43
987-2618-321+TL,Plan Delivery Qty,128
987-2618-421,Plan Build Remaining,
987-2618-421,Plan Delivery Qty,
987-3594-100,Plan Build Remaining,0
987-3594-100,Plan Delivery Qty,19
987-3594-110,Plan Build Remaining,0
987-3594-110,Plan Delivery Qty,19
987-3594-200,Plan Build Remaining,
987-3594-200,Plan Delivery Qty,
987-4633-001,Plan Build Remaining,
987-4633-001,Plan Delivery Qty,
987-4633-001+TL,Plan Build Remaining,
987-4633-001+TL,Plan Delivery Qty,
987-6016-001,Plan Build Remaining,
987-6016-001,Plan Delivery Qty,
987-7173-080,Plan Build Remaining,0
987-7173-080,Plan Delivery Qty,4
987-7173-090,Plan Build Remaining,
987-7173-090,Plan Delivery Qty,
987-7173-882,Plan Build Remaining,4
987-7173-882,Plan Delivery Qty,5
987-7173-882+SA,Plan Build Remaining,-8
987-7173-882+SA,Plan Delivery Qty,4
987-7173-884,Plan Build Remaining,103
987-7173-884,Plan Delivery Qty,63
987-7173-884+SA,Plan Build Remaining,39
987-7173-884+SA,Plan Delivery Qty,229
987-7173-885,Plan Build Remaining,0
987-7173-885,Plan Delivery Qty,1
987-7173-885+SA,Plan Build Remaining,1
987-7173-885+SA,Plan Delivery Qty,4
987-8237-010,Plan Build Remaining,
987-8237-010,Plan Delivery Qty,
987-8574-730,Plan Build Remaining,
987-8574-730,Plan Delivery Qty,
987-8574-778,Plan Build Remaining,
987-8574-778,Plan Delivery Qty,
987-8760-002,Plan Build Remaining,0
987-8760-002,Plan Delivery Qty,35
987-8760-002+TL,Plan Build Remaining,0
987-8760-002+TL,Plan Delivery Qty,9
987-8770-002,Plan Build Remaining,263
987-8770-002,Plan Delivery Qty,238
987-9055-202,Plan Build Remaining,
987-9055-202,Plan Delivery Qty,
987-9055-202+TL,Plan Build Remaining,
987-9055-202+TL,Plan Delivery Qty,
987-9658-001,Plan Build Remaining,157
987-9658-001,Plan Delivery Qty,158
987-9658-001+TL,Plan Build Remaining,1
987-9658-001+TL,Plan Delivery Qty,2
987-9705-001,Plan Build Remaining,0
987-9705-001,Plan Delivery Qty,138
987-9705-001+TL,Plan Build Remaining,40
987-9705-001+TL,Plan Delivery Qty,69
987-9705-012,Plan Build Remaining,0
987-9705-012,Plan Delivery Qty,31
987-9705-012+TL,Plan Build Remaining,21
987-9705-012+TL,Plan Delivery Qty,159
987-9705-112,Plan Build Remaining,7
987-9705-112,Plan Delivery Qty,12
987-9968-155,Plan Build Remaining,
987-9968-155,Plan Delivery Qty,
987-9968-175,Plan Build Remaining,1
987-9968-175,Plan Delivery Qty,1
CCA-000C-001,Plan Build Remaining,
CCA-000C-001,Plan Delivery Qty,
CCA-000D-001,Plan Build Remaining,
CCA-000D-001,Plan Delivery Qty,
CCA-0012-001,Plan Build Remaining,
CCA-0012-001,Plan Delivery Qty,
CCA-0012-002,Plan Build Remaining,15
CCA-0012-002,Plan Delivery Qty,
CCA-0017-001,Plan Build Remaining,5
CCA-0017-001,Plan Delivery Qty,
CCA-0018-400,Plan Build Remaining,9
CCA-0018-400,Plan Delivery Qty,
CCA-0019-401,Plan Build Remaining,
CCA-0019-401,Plan Delivery Qty,
CCA-001F-001,Plan Build Remaining,
CCA-001F-001,Plan Delivery Qty,
CCA-002B-001,Plan Build Remaining,
CCA-002B-001,Plan Delivery Qty,
CCA-004E-001,Plan Build Remaining,
CCA-004E-001,Plan Delivery Qty,
CCA-0057-001,Plan Build Remaining,9
CCA-0057-001,Plan Delivery Qty,
CCA-005E-001,Plan Build Remaining,2
CCA-005E-001,Plan Delivery Qty,
NON-STD-BUILD,Plan Build Remaining,
NON-STD-BUILD,Plan Delivery Qty,
